pid1typeoriginalQ-shortQ	1		chq How should I treat polymenorrhea in a 14-year-old girl? echq faq How should I treat polymenorrhea in a 14-year-old girl? efaq
pid2typeoriginalQ-shortQ	1		chq Have there been any studies with low molecular weight heparin in pregnancy because I have an obstetric patient who had a deep vein thrombosis with her last pregnancy and I'm wondering if I can use it? echq faq Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)? efaq
pid3typeoriginalQ-shortRandQ	0		chq Have there been any studies with low molecular weight heparin in pregnancy because I have an obstetric patient who had a deep vein thrombosis with her last pregnancy and I'm wondering if I can use it? echq faq What are the side effects of Florinef? Could it cause headaches? efaq
pid4typeoriginalQ-shortQ	1		chq Let's give these immunizations. That's right isn't it? echq faq Let's give these immunizations. That's right isn't it? efaq
pid5typeoriginalQ-shortRandQ	0		chq Let's give these immunizations. That's right isn't it? echq faq Is there more support we can provide patients with macular degeneration? efaq
pid6typeoriginalQ-shortQ	1		chq Since these boys' father has Marfan's Syndrome, do these boys need further evaluation? echq faq Boys' father has Marfan's Syndrome. Do these boys need further evaluation? efaq
pid7typeoriginalQ-shortRandQ	0		chq Since these boys' father has Marfan's Syndrome, do these boys need further evaluation? echq faq How should I treat polymenorrhea in a 14-year-old girl? efaq
pid8typeoriginalQ-shortQ	1		chq Why did they cut out the expanding granuloma which was due to Coccidiomycosis immitis, rather than just treat it medically? echq faq Why did they cut out the Coccidiomycosis granuloma rather than treat it medically? efaq
pid9typeoriginalQ-shortQ	1		chq Why did she get Coccidiomycosis? She's in her 60's, goes to Florida every winter. echq faq Why did she get Coccidiomycosis? efaq
pid10typeoriginalQ-shortQ	1		chq How do you inject the bicipital tendon? echq faq How do you inject the bicipital tendon? efaq
pid11typeoriginalQ-shortRandQ	0		chq How do you inject the bicipital tendon? echq faq Let's give these immunizations. That's right isn't it? efaq
pid12typeoriginalQ-shortQ	1		chq I wonder if this patient could have a rotator cuff thing? echq faq I wonder if this patient could have a rotator cuff thing? efaq
pid13typeoriginalQ-shortRandQ	0		chq I wonder if this patient could have a rotator cuff thing? echq faq Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)? efaq
pid14typeoriginalQ-shortQ	1		chq How do you use Redux? What are the indications? echq faq How do you use Redux? What are the indications? efaq
pid15typeoriginalQ-shortRandQ	0		chq How do you use Redux? What are the indications? echq faq How should I treat polymenorrhea in a 14-year-old girl? efaq
pid16typeoriginalQ-shortQ	1		chq What is the cause and treatment of this old man's stomatitis? echq faq What is the cause and treatment of this old man's stomatitis? efaq
pid17typeoriginalQ-shortQ	1		chq What antibiotic should I use for this diabetic patient's infected foot ulcer? echq faq What antibiotic should I use for this diabetic patient's infected foot ulcer? efaq
pid18typeoriginalQ-shortRandQ	0		chq What antibiotic should I use for this diabetic patient's infected foot ulcer? echq faq At what ages should you do a Denver Developmental Screening Test? efaq
pid19typeoriginalQ-shortQ	1		chq Should we switch now to just Ancef? Are you satisfied with the rate of improvement? (Orthopedist did not get culture, foot still red) echq faq Should we switch to Ancef for this diabetic foot ulcer? Improvement adequate? efaq
pid20typeoriginalQ-shortRandQ	0		chq Should we switch now to just Ancef? Are you satisfied with the rate of improvement? (Orthopedist did not get culture, foot still red) echq faq What are the causes of tinnitus? efaq
pid21typeoriginalQ-shortQ	1		chq Is melatonin good for anything? I don't know anything about melatonin. I need to know the dose. echq faq Is melatonin good for anything? What is the dose? efaq
pid22typeoriginalQ-shortRandQ	0		chq Is melatonin good for anything? I don't know anything about melatonin. I need to know the dose. echq faq Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)? efaq
pid23typeoriginalQ-shortQ	1		chq At what ages should you do a Denver Developmental Screening Test? echq faq At what ages should you do a Denver Developmental Screening Test? efaq
pid24typeoriginalQ-shortRandQ	0		chq At what ages should you do a Denver Developmental Screening Test? echq faq Boys' father has Marfan's Syndrome. Do these boys need further evaluation? efaq
pid25typeoriginalQ-shortQ	1		chq What is the maximum dose of digoxin? (patient seen in emergency room had digoxin level less than 0.03) echq faq What is the maximum dose of digoxin? (patient seen in emergency room, had digoxin level less than 0.03) efaq
pid26typeoriginalQ-shortRandQ	0		chq What is the maximum dose of digoxin? (patient seen in emergency room had digoxin level less than 0.03) echq faq How should I treat polymenorrhea in a 14-year-old girl? efaq
pid27typeoriginalQ-shortQ	1		chq What size pills does digoxin come in? echq faq What size pills does digoxin come in? efaq
pid28typeoriginalQ-shortRandQ	0		chq What size pills does digoxin come in? echq faq Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)? efaq
pid29typeoriginalQ-shortQ	1		chq What are the indications for getting a digoxin level? echq faq What are the indications for getting a digoxin level? efaq
pid30typeoriginalQ-shortRandQ	0		chq What are the indications for getting a digoxin level? echq faq Why did she get Coccidiomycosis? efaq
pid31typeoriginalQ-shortQ	1		chq Why wasn't this patient very sick? (patient with large empyema and Haemophilus influenza in sputum, no growth from empyema fluid.) echq faq Why wasn't this patient very sick? (large empyema and Haemophilus influenza in sputum) efaq
pid32typeoriginalQ-shortRandQ	0		chq Why wasn't this patient very sick? (patient with large empyema and Haemophilus influenza in sputum, no growth from empyema fluid.) echq faq How should I treat polymenorrhea in a 14-year-old girl? efaq
pid33typeoriginalQ-shortQ	1		chq Is Serzone okay to give to someone with a partial gastrectomy, will it be absorbed? echq faq Is Serzone okay to give to with a partial gastrectomy; that is, will it be absorbed? efaq
pid34typeoriginalQ-shortQ	1		chq What is the dose of Sporanox? echq faq What is the dose of Sporanox? efaq
pid35typeoriginalQ-shortRandQ	0		chq What is the dose of Sporanox? echq faq Let's give these immunizations. That's right isn't it? efaq
pid36typeoriginalQ-shortQ	1		chq Should we do a CT (computerized tomography) with contrast tomorrow (Saturday) or wait until Monday to do an MRI (magnetic resonance imaging) (when the machine on truck comes)? echq faq Should we do a head CT (computerized tomography) with contrast tomorrow (Saturday) or MRI (magnetic resonance imaging) Monday? efaq
pid37typeoriginalQ-shortRandQ	0		chq Should we do a CT (computerized tomography) with contrast tomorrow (Saturday) or wait until Monday to do an MRI (magnetic resonance imaging) (when the machine on truck comes)? echq faq How do you use Redux? What are the indications? efaq
pid38typeoriginalQ-shortQ	1		chq What is the dose of Famvir? echq faq What is the dose of Famvir? efaq
pid39typeoriginalQ-shortRandQ	0		chq What is the dose of Famvir? echq faq How should I treat polymenorrhea in a 14-year-old girl? efaq
pid40typeoriginalQ-shortQ	1		chq What is the other drug besides Famvir and acyclovir for Herpes Zoster? echq faq What is the other drug besides Famvir and acyclovir for Herpes Zoster? efaq
pid41typeoriginalQ-shortRandQ	0		chq What is the other drug besides Famvir and acyclovir for Herpes Zoster? echq faq Should we switch to Ancef for this diabetic foot ulcer? Improvement adequate? efaq
pid42typeoriginalQ-shortQ	1		chq Obstetric patient at 39 weeks had little sore possible herpes. How long after the lesion heals is it safe to let her deliver vaginally? echq faq Obstetric patient, 39 weeks had a little sore, ? herpes. How long after she heals is it safe to do a vaginal delivery? efaq
pid43typeoriginalQ-shortRandQ	0		chq Obstetric patient at 39 weeks had little sore possible herpes. How long after the lesion heals is it safe to let her deliver vaginally? echq faq I wonder if this patient could have a rotator cuff thing? efaq
pid44typeoriginalQ-shortQ	1		chq There was this maneuver mentioned at a continuing medical education course for vertigo, but I couldn't remember how to do it or the name of it. echq faq Maneuver mentioned at continuing medical education course for vertigo, couldn't remember how to do it or name of it. efaq
pid45typeoriginalQ-shortRandQ	0		chq There was this maneuver mentioned at a continuing medical education course for vertigo, but I couldn't remember how to do it or the name of it. echq faq At what ages should you do a Denver Developmental Screening Test? efaq
pid46typeoriginalQ-shortQ	1		chq Does this patient with a plate in her hip, but no murmur, need subacute bacterial endocarditis prophylaxis before the dentist cleans her teeth? echq faq Patient, plate in hip, no murmur, needs subacute bacterial endocarditis prophylaxis before sees dentist? efaq
pid47typeoriginalQ-shortRandQ	0		chq Does this patient with a plate in her hip, but no murmur, need subacute bacterial endocarditis prophylaxis before the dentist cleans her teeth? echq faq Let's give these immunizations. That's right isn't it? efaq
pid48typeoriginalQ-shortQ	1		chq Can you use Prozac along with lithium? echq faq Can you use Prozac along with lithium? efaq
pid49typeoriginalQ-shortRandQ	0		chq Can you use Prozac along with lithium? echq faq Boys' father has Marfan's Syndrome. Do these boys need further evaluation? efaq
pid50typeoriginalQ-shortQ	1		chq What is in Ortho Novum 1/35? echq faq What is in Ortho Novum 1/35? efaq
pid51typeoriginalQ-shortRandQ	0		chq What is in Ortho Novum 1/35? echq faq Should we do a head CT (computerized tomography) with contrast tomorrow (Saturday) or MRI (magnetic resonance imaging) Monday? efaq
pid52typeoriginalQ-shortQ	1		chq How should you adjust the birth control pill if someone has spotting on it? echq faq How should you adjust the birth control pill if someone has spotting on it? efaq
pid53typeoriginalQ-shortRandQ	0		chq How should you adjust the birth control pill if someone has spotting on it? echq faq On nonstress test after every acceleration brief sharp not deep deceleration. Important? efaq
pid54typeoriginalQ-shortQ	1		chq What are the causes of tinnitus? echq faq What are the causes of tinnitus? efaq
pid55typeoriginalQ-shortRandQ	0		chq What are the causes of tinnitus? echq faq How should I treat polymenorrhea in a 14-year-old girl? efaq
pid56typeoriginalQ-shortQ	1		chq Could Procardia or Mevacor cause tinnitus? echq faq Could Procardia or Mevacor cause tinnitus? efaq
pid57typeoriginalQ-shortRandQ	0		chq Could Procardia or Mevacor cause tinnitus? echq faq Let's give these immunizations. That's right isn't it? efaq
pid58typeoriginalQ-shortQ	1		chq I'm always uncomfortable with how quickly to move in terms of workup (patient had been having TIA (transient ischemic attack) symptoms for several weeks) echq faq Patient with transient ischemic attacks; I'm always uncomfortable with how quickly to pursue a workup. efaq
pid59typeoriginalQ-shortQ	1		chq In this patient with TIAs (transient ischemic attacks) and no cardiac murmur, should I do an echocardiogram anyway? echq faq In this patient with transient ischemic attacks and no murmur, should I do an echocardiogram anyway? efaq
pid60typeoriginalQ-shortRandQ	0		chq In this patient with TIAs (transient ischemic attacks) and no cardiac murmur, should I do an echocardiogram anyway? echq faq Boys' father has Marfan's Syndrome. Do these boys need further evaluation? efaq
pid61typeoriginalQ-shortQ	1		chq This patient had a nonstress test one week ago and at the end of every acceleration there was a brief sharp spike not very deep deceleration. Is this important? echq faq On nonstress test after every acceleration brief sharp not deep deceleration. Important? efaq
pid62typeoriginalQ-shortRandQ	0		chq This patient had a nonstress test one week ago and at the end of every acceleration there was a brief sharp spike not very deep deceleration. Is this important? echq faq Why wasn't this patient very sick? (large empyema and Haemophilus influenza in sputum) efaq
pid63typeoriginalQ-shortQ	1		chq How should I workup this baby with a single umbilical artery? Thirty percent of such babies have anomalies but where should I look if not obvious on physical exam? echq faq How should I workup this baby with a single umbilical artery? efaq
pid64typeoriginalQ-shortQ	1		chq Do I need to wait until the baby is a certain age before I do the renal ultrasound for single umbilical artery? echq faq Should I wait until baby certain age before I do renal ultrasound for single umbilical artery? efaq
pid65typeoriginalQ-shortQ	1		chq This isn't a question but when I looked at her rash, I asked myself is it shingles or possibly staphylococcal impetigo? It isn't worth the cost of a test to find out. echq faq Is this rash shingles or staphylococcal impetigo? efaq
pid66typeoriginalQ-shortRandQ	0		chq This isn't a question but when I looked at her rash, I asked myself is it shingles or possibly staphylococcal impetigo? It isn't worth the cost of a test to find out. echq faq Is melatonin good for anything? What is the dose? efaq
pid67typeoriginalQ-shortQ	1		chq The patient has been symptomatic with shingles for 4 days -- Can I still give Zovirax? echq faq Has had shingles for 4 days -- Can I still give Zovirax? efaq
pid68typeoriginalQ-shortRandQ	0		chq The patient has been symptomatic with shingles for 4 days -- Can I still give Zovirax? echq faq How should I treat polymenorrhea in a 14-year-old girl? efaq
pid69typeoriginalQ-shortQ	1		chq What is a good steroid eye drop? echq faq What is a good steroid eye drop? efaq
